split_idx,candidate_id,family,candidate_label,params_json,train_start,validation_start,test_start,test_end,train_sharpe_ratio,validation_sharpe_ratio,test_sharpe_ratio,train_validation_gap,validation_test_gap,test_vs_hold_gap,selection_metric
0,"rsi_reversion_ls|rsi_window=21,long_entry_threshold=25,long_exit_threshold=55,short_entry_threshold=75",rsi_reversion_ls,"rsi_window=21, long_entry_threshold=25, long_exit_threshold=55, short_entry_threshold=75","{""long_entry_threshold"": 25, ""long_exit_threshold"": 55, ""rsi_window"": 21, ""short_entry_threshold"": 75}",2026-02-04 01:45:00+00:00,2026-02-24 01:45:00+00:00,2026-03-01 01:45:00+00:00,2026-03-06 01:40:00+00:00,9.278742964673553,-2.1786990301205593,-1.364766561837312,11.457441994794113,-0.8139324682832474,-7.552889527097649,sharpe_ratio
1,"rsi_reversion_ls|rsi_window=21,long_entry_threshold=30,long_exit_threshold=55,short_entry_threshold=80",rsi_reversion_ls,"rsi_window=21, long_entry_threshold=30, long_exit_threshold=55, short_entry_threshold=80","{""long_entry_threshold"": 30, ""long_exit_threshold"": 55, ""rsi_window"": 21, ""short_entry_threshold"": 80}",2026-04-05 01:45:00+00:00,2026-04-25 01:45:00+00:00,2026-04-30 01:45:00+00:00,2026-05-05 01:40:00+00:00,7.0750302357244665,-9.45677591613263,1.8662747605132135,16.531806151857097,-11.323050676645844,-9.270816950443011,sharpe_ratio
