split_idx,candidate_id,family,strategy_name,candidate_label,params_json,selection_status,candidate_count_used,train_rank,validation_rank,test_rank,train_start,train_end,validation_start,validation_end,test_start,test_end,train_bars,validation_bars,test_bars,fast_window,slow_window,train_sharpe_ratio,train_total_return,train_max_drawdown,train_trade_count,validation_sharpe_ratio,validation_total_return,validation_max_drawdown,validation_trade_count,test_sharpe_ratio,test_total_return,test_max_drawdown,test_trade_count,train_hold_sharpe_ratio,train_hold_total_return,train_hold_max_drawdown,validation_hold_sharpe_ratio,validation_hold_total_return,validation_hold_max_drawdown,test_hold_sharpe_ratio,test_hold_total_return,test_hold_max_drawdown,train_validation_gap,validation_test_gap,test_vs_hold_gap
0,"ma_crossover_ls|fast_window=6,slow_window=72",ma_crossover_ls,ma_crossover_ls,"fast_window=6, slow_window=72","{""fast_window"": 6, ""slow_window"": 72}",selected_from_train_eligible,8,5.0,5.0,15.0,2026-02-04 01:45:00+00:00,2026-02-24 01:40:00+00:00,2026-02-24 01:45:00+00:00,2026-03-01 01:40:00+00:00,2026-03-01 01:45:00+00:00,2026-03-06 01:40:00+00:00,5760,1440,1440,6,72,1.9288765383090505,0.06018803141964008,-0.1411492689412257,147.0,11.260715379421043,0.09198397596636096,-0.03962824032191736,34.0,1.3375544652029308,0.009039794166963362,-0.07378142653740016,36.0,-4.148126143370599,-0.15867336354835548,-0.21869921875000187,4.520404666604517,0.03601830949773967,-0.09025870696917493,6.1881229652603364,0.05599661412562773,-0.051158627406047597,-0.031795944546720877,0.0829441817993976,-0.04695681995866437
1,"ma_crossover_ls|fast_window=36,slow_window=144",ma_crossover_ls,ma_crossover_ls,"fast_window=36, slow_window=144","{""fast_window"": 36, ""slow_window"": 144}",selected_from_train_eligible,8,2.0,3.0,21.0,2026-04-05 01:45:00+00:00,2026-04-25 01:40:00+00:00,2026-04-25 01:45:00+00:00,2026-04-30 01:40:00+00:00,2026-04-30 01:45:00+00:00,2026-05-05 01:40:00+00:00,5760,1440,1440,36,144,1.5443101448851648,0.030237162313845146,-0.0622609299612098,50.0,3.1116707118694196,0.012622603780997225,-0.024279798097364358,8.0,-10.082501598187175,-0.04206119082215571,-0.07443514811414043,14.0,6.651812121394087,0.1553754912529805,-0.05575711333976907,-3.6069897707298058,-0.016180823204393163,-0.05470719144616942,11.23900504581237,0.05088638066616431,-0.02815357852882705,0.01761455853284792,0.05468379460315294,-0.09294757148832003
