candidate_id,split_idx,sharpe_ratio,total_return,max_drawdown,trade_count,dataset,selection_score,eligible_for_selection,family,strategy_name,candidate_label,params_json,fast_window,slow_window
"ma_crossover_ls|fast_window=12,slow_window=144",0,-1.5210940446550807,-0.0531091263204953,-0.1719073833507051,72,train,-0.0531091263204953,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=144","{""fast_window"": 12, ""slow_window"": 144}",12,144
"ma_crossover_ls|fast_window=12,slow_window=144",1,0.16136056126038142,-0.0009121559077292431,-0.082739579044254,80,train,-0.0009121559077292431,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=144","{""fast_window"": 12, ""slow_window"": 144}",12,144
"ma_crossover_ls|fast_window=12,slow_window=18",0,-2.0220822650477746,-0.08598403367594334,-0.19988268899469241,368,train,-0.08598403367594334,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=18","{""fast_window"": 12, ""slow_window"": 18}",12,18
"ma_crossover_ls|fast_window=12,slow_window=18",1,-4.342226980651,-0.09727297318320234,-0.13464807352932817,370,train,-0.09727297318320234,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=18","{""fast_window"": 12, ""slow_window"": 18}",12,18
"ma_crossover_ls|fast_window=12,slow_window=24",0,-2.178849411324142,-0.09134195165305914,-0.19202719992340367,275,train,-0.09134195165305914,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=24","{""fast_window"": 12, ""slow_window"": 24}",12,24
"ma_crossover_ls|fast_window=12,slow_window=24",1,-8.042948981958716,-0.1691420028262437,-0.20548915300084003,286,train,-0.1691420028262437,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=24","{""fast_window"": 12, ""slow_window"": 24}",12,24
"ma_crossover_ls|fast_window=12,slow_window=36",0,-4.413300659829956,-0.16459382169599518,-0.24762036503648333,191,train,-0.16459382169599518,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=36","{""fast_window"": 12, ""slow_window"": 36}",12,36
"ma_crossover_ls|fast_window=12,slow_window=36",1,-3.427152697007927,-0.07819048025575501,-0.12499111543164054,196,train,-0.07819048025575501,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=36","{""fast_window"": 12, ""slow_window"": 36}",12,36
"ma_crossover_ls|fast_window=12,slow_window=48",0,-0.07817802498930353,-0.015730372053693487,-0.1340392054205829,152,train,-0.015730372053693487,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=48","{""fast_window"": 12, ""slow_window"": 48}",12,48
"ma_crossover_ls|fast_window=12,slow_window=48",1,2.059932051214752,0.04235058132475638,-0.07802125563199402,149,train,0.04235058132475638,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=48","{""fast_window"": 12, ""slow_window"": 48}",12,48
"ma_crossover_ls|fast_window=12,slow_window=72",0,1.1353597067033063,0.02984638117999475,-0.18250325654817234,113,train,0.02984638117999475,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=72","{""fast_window"": 12, ""slow_window"": 72}",12,72
"ma_crossover_ls|fast_window=12,slow_window=72",1,-3.429619141166182,-0.07811234692848563,-0.13250868894431822,116,train,-0.07811234692848563,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=72","{""fast_window"": 12, ""slow_window"": 72}",12,72
"ma_crossover_ls|fast_window=12,slow_window=96",0,-1.3976871379062705,-0.05928790629283276,-0.20523585252264243,96,train,-0.05928790629283276,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=96","{""fast_window"": 12, ""slow_window"": 96}",12,96
"ma_crossover_ls|fast_window=12,slow_window=96",1,-4.085686928004374,-0.09152104193518687,-0.14458053363286905,96,train,-0.09152104193518687,True,ma_crossover_ls,ma_crossover_ls,"fast_window=12, slow_window=96","{""fast_window"": 12, ""slow_window"": 96}",12,96
"ma_crossover_ls|fast_window=18,slow_window=144",0,-0.03619987417990893,-0.00947121591591383,-0.1332510054179077,58,train,-0.00947121591591383,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=144","{""fast_window"": 18, ""slow_window"": 144}",18,144
"ma_crossover_ls|fast_window=18,slow_window=144",1,0.08890623065113522,-0.0025162748482196093,-0.10292102001595071,66,train,-0.0025162748482196093,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=144","{""fast_window"": 18, ""slow_window"": 144}",18,144
"ma_crossover_ls|fast_window=18,slow_window=24",0,-8.309748462538451,-0.2819315257835535,-0.331866559272901,320,train,-0.2819315257835535,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=24","{""fast_window"": 18, ""slow_window"": 24}",18,24
"ma_crossover_ls|fast_window=18,slow_window=24",1,-10.03752908848036,-0.20547702738349188,-0.21864895207260127,314,train,-0.20547702738349188,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=24","{""fast_window"": 18, ""slow_window"": 24}",18,24
"ma_crossover_ls|fast_window=18,slow_window=36",0,-8.611586445454844,-0.28883753961882086,-0.3465591433583117,185,train,-0.28883753961882086,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=36","{""fast_window"": 18, ""slow_window"": 36}",18,36
"ma_crossover_ls|fast_window=18,slow_window=36",1,-4.07515032799254,-0.09142311935105875,-0.16367551211935105,186,train,-0.09142311935105875,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=36","{""fast_window"": 18, ""slow_window"": 36}",18,36
"ma_crossover_ls|fast_window=18,slow_window=48",0,-0.4657024542476722,-0.02984803275814386,-0.1750156081465427,135,train,-0.02984803275814386,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=48","{""fast_window"": 18, ""slow_window"": 48}",18,48
"ma_crossover_ls|fast_window=18,slow_window=48",1,-2.558922781420832,-0.05989125912446025,-0.11660494439626112,134,train,-0.05989125912446025,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=48","{""fast_window"": 18, ""slow_window"": 48}",18,48
"ma_crossover_ls|fast_window=18,slow_window=72",0,1.700822144154679,0.05149953262738541,-0.15494684374500256,96,train,0.05149953262738541,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=72","{""fast_window"": 18, ""slow_window"": 72}",18,72
"ma_crossover_ls|fast_window=18,slow_window=72",1,-4.573718487628853,-0.10133512320072793,-0.15366186251273728,110,train,-0.10133512320072793,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=72","{""fast_window"": 18, ""slow_window"": 72}",18,72
"ma_crossover_ls|fast_window=18,slow_window=96",0,0.3897021913050958,0.0025199464416147065,-0.14435827423518954,83,train,0.0025199464416147065,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=96","{""fast_window"": 18, ""slow_window"": 96}",18,96
"ma_crossover_ls|fast_window=18,slow_window=96",1,-2.7247063759886987,-0.06336000933333458,-0.16654190128298052,88,train,-0.06336000933333458,True,ma_crossover_ls,ma_crossover_ls,"fast_window=18, slow_window=96","{""fast_window"": 18, ""slow_window"": 96}",18,96
"ma_crossover_ls|fast_window=24,slow_window=144",0,0.7815133615006744,0.015435595180838731,-0.11170916411358067,58,train,0.015435595180838731,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=144","{""fast_window"": 24, ""slow_window"": 144}",24,144
"ma_crossover_ls|fast_window=24,slow_window=144",1,0.7532580390378399,0.012303482251113678,-0.10003611047004968,64,train,0.012303482251113678,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=144","{""fast_window"": 24, ""slow_window"": 144}",24,144
"ma_crossover_ls|fast_window=24,slow_window=36",0,-9.602334031665311,-0.3155116577347451,-0.3727347806778434,189,train,-0.3155116577347451,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=36","{""fast_window"": 24, ""slow_window"": 36}",24,36
"ma_crossover_ls|fast_window=24,slow_window=36",1,-5.958488755826884,-0.1291175107466204,-0.1661027420514224,208,train,-0.1291175107466204,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=36","{""fast_window"": 24, ""slow_window"": 36}",24,36
"ma_crossover_ls|fast_window=24,slow_window=48",0,3.4761318757686235,0.12247521415356936,-0.11266468261968998,127,train,0.12247521415356936,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=48","{""fast_window"": 24, ""slow_window"": 48}",24,48
"ma_crossover_ls|fast_window=24,slow_window=48",1,-2.1303493238889013,-0.05083278827416416,-0.14935653569210194,138,train,-0.05083278827416416,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=48","{""fast_window"": 24, ""slow_window"": 48}",24,48
"ma_crossover_ls|fast_window=24,slow_window=72",0,3.783954501204267,0.13478075204311177,-0.08719334229570286,88,train,0.13478075204311177,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=72","{""fast_window"": 24, ""slow_window"": 72}",24,72
"ma_crossover_ls|fast_window=24,slow_window=72",1,-3.1422152301742536,-0.07204912424442603,-0.1516343417896635,106,train,-0.07204912424442603,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=72","{""fast_window"": 24, ""slow_window"": 72}",24,72
"ma_crossover_ls|fast_window=24,slow_window=96",0,3.236837735182832,0.10657454338465278,-0.08427018284325805,73,train,0.10657454338465278,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=96","{""fast_window"": 24, ""slow_window"": 96}",24,96
"ma_crossover_ls|fast_window=24,slow_window=96",1,-2.0118378405454234,-0.04827930012761794,-0.14095927596044733,74,train,-0.04827930012761794,True,ma_crossover_ls,ma_crossover_ls,"fast_window=24, slow_window=96","{""fast_window"": 24, ""slow_window"": 96}",24,96
"ma_crossover_ls|fast_window=36,slow_window=144",0,-3.3134537107075404,-0.10369113866716975,-0.20698005291191757,50,train,-0.10369113866716975,True,ma_crossover_ls,ma_crossover_ls,"fast_window=36, slow_window=144","{""fast_window"": 36, ""slow_window"": 144}",36,144
"ma_crossover_ls|fast_window=36,slow_window=144",1,1.5443101448851648,0.030237162313845146,-0.0622609299612098,50,train,0.030237162313845146,True,ma_crossover_ls,ma_crossover_ls,"fast_window=36, slow_window=144","{""fast_window"": 36, ""slow_window"": 144}",36,144
"ma_crossover_ls|fast_window=36,slow_window=48",0,4.762675272658266,0.17712286437061356,-0.1184463568512556,141,train,0.17712286437061356,True,ma_crossover_ls,ma_crossover_ls,"fast_window=36, slow_window=48","{""fast_window"": 36, ""slow_window"": 48}",36,48
"ma_crossover_ls|fast_window=36,slow_window=48",1,-7.046583228370649,-0.15004751350170945,-0.1908091147839489,161,train,-0.15004751350170945,True,ma_crossover_ls,ma_crossover_ls,"fast_window=36, slow_window=48","{""fast_window"": 36, ""slow_window"": 48}",36,48
"ma_crossover_ls|fast_window=36,slow_window=72",0,0.9849256908752778,0.024185155452767504,-0.12317055142094546,84,train,0.024185155452767504,True,ma_crossover_ls,ma_crossover_ls,"fast_window=36, slow_window=72","{""fast_window"": 36, ""slow_window"": 72}",36,72
"ma_crossover_ls|fast_window=36,slow_window=72",1,-1.0561699928126012,-0.02775334733556588,-0.10479033010046723,92,train,-0.02775334733556588,True,ma_crossover_ls,ma_crossover_ls,"fast_window=36, slow_window=72","{""fast_window"": 36, ""slow_window"": 72}",36,72
"ma_crossover_ls|fast_window=36,slow_window=96",0,-1.8700503259008048,-0.07369296992615637,-0.19881626826775267,69,train,-0.07369296992615637,True,ma_crossover_ls,ma_crossover_ls,"fast_window=36, slow_window=96","{""fast_window"": 36, ""slow_window"": 96}",36,96
"ma_crossover_ls|fast_window=36,slow_window=96",1,-2.7936176152750805,-0.06475329501333146,-0.1361226679788653,70,train,-0.06475329501333146,True,ma_crossover_ls,ma_crossover_ls,"fast_window=36, slow_window=96","{""fast_window"": 36, ""slow_window"": 96}",36,96
"ma_crossover_ls|fast_window=48,slow_window=144",0,-3.13058063107705,-0.09861417445780535,-0.20261364971677032,50,train,-0.09861417445780535,True,ma_crossover_ls,ma_crossover_ls,"fast_window=48, slow_window=144","{""fast_window"": 48, ""slow_window"": 144}",48,144
"ma_crossover_ls|fast_window=48,slow_window=144",1,-1.0276517410261419,-0.026990379963197027,-0.08548516565449582,48,train,-0.026990379963197027,True,ma_crossover_ls,ma_crossover_ls,"fast_window=48, slow_window=144","{""fast_window"": 48, ""slow_window"": 144}",48,144
"ma_crossover_ls|fast_window=48,slow_window=72",0,1.728159867228486,0.05272503434479404,-0.162269458237999,82,train,0.05272503434479404,True,ma_crossover_ls,ma_crossover_ls,"fast_window=48, slow_window=72","{""fast_window"": 48, ""slow_window"": 72}",48,72
"ma_crossover_ls|fast_window=48,slow_window=72",1,-3.5733360248819097,-0.08102515475985705,-0.11379842207958091,98,train,-0.08102515475985705,True,ma_crossover_ls,ma_crossover_ls,"fast_window=48, slow_window=72","{""fast_window"": 48, ""slow_window"": 72}",48,72
"ma_crossover_ls|fast_window=48,slow_window=96",0,-4.250977302720612,-0.14786180135674454,-0.27462219427955215,67,train,-0.14786180135674454,True,ma_crossover_ls,ma_crossover_ls,"fast_window=48, slow_window=96","{""fast_window"": 48, ""slow_window"": 96}",48,96
"ma_crossover_ls|fast_window=48,slow_window=96",1,-2.008928709951667,-0.048202086134368986,-0.1314126758224633,76,train,-0.048202086134368986,True,ma_crossover_ls,ma_crossover_ls,"fast_window=48, slow_window=96","{""fast_window"": 48, ""slow_window"": 96}",48,96
"ma_crossover_ls|fast_window=6,slow_window=12",0,-4.572700985504786,-0.1708353948186084,-0.22800514024207374,538,train,-0.1708353948186084,True,ma_crossover_ls,ma_crossover_ls,"fast_window=6, slow_window=12","{""fast_window"": 6, ""slow_window"": 12}",6,12
"ma_crossover_ls|fast_window=6,slow_window=12",1,-7.155036496552841,-0.15318674312597558,-0.1826257085996731,556,train,-0.15318674312597558,True,ma_crossover_ls,ma_crossover_ls,"fast_window=6, slow_window=12","{""fast_window"": 6, ""slow_window"": 12}",6,12
"ma_crossover_ls|fast_window=6,slow_window=144",0,-3.592551855141694,-0.11103115104683309,-0.22984203310033557,106,train,-0.11103115104683309,True,ma_crossover_ls,ma_crossover_ls,"fast_window=6, slow_window=144","{""fast_window"": 6, ""slow_window"": 144}",6,144
"ma_crossover_ls|fast_window=6,slow_window=144",1,1.4204512792862818,0.027435454123076283,-0.08132695980193705,96,train,0.027435454123076283,True,ma_crossover_ls,ma_crossover_ls,"fast_window=6, slow_window=144","{""fast_window"": 6, ""slow_window"": 144}",6,144
"ma_crossover_ls|fast_window=6,slow_window=18",0,-0.7187534725128519,-0.03956959795334194,-0.15518831563326918,362,train,-0.03956959795334194,True,ma_crossover_ls,ma_crossover_ls,"fast_window=6, slow_window=18","{""fast_window"": 6, ""slow_window"": 18}",6,18
"ma_crossover_ls|fast_window=6,slow_window=18",1,-3.560034448027007,-0.08132143754509003,-0.12874343829791313,384,train,-0.08132143754509003,True,ma_crossover_ls,ma_crossover_ls,"fast_window=6, slow_window=18","{""fast_window"": 6, ""slow_window"": 18}",6,18
"ma_crossover_ls|fast_window=6,slow_window=24",0,-0.9905666877852417,-0.049102890413744944,-0.19932525549024793,313,train,-0.049102890413744944,True,ma_crossover_ls,ma_crossover_ls,"fast_window=6, slow_window=24","{""fast_window"": 6, ""slow_window"": 24}",6,24
"ma_crossover_ls|fast_window=6,slow_window=24",1,-8.1086700260252,-0.1709091554551469,-0.20148676643902952,324,train,-0.1709091554551469,True,ma_crossover_ls,ma_crossover_ls,"fast_window=6, slow_window=24","{""fast_window"": 6, ""slow_window"": 24}",6,24
