split_idx,train_hold,train_median,train_best,validation_hold,validation_median,validation_selected,test_hold,test_selected,test_minus_hold
0,0.9431845036087434,-3.0597700189816477,0.14625235525292582,3.294192221396442,-2.0692784252034357,3.9694412205776133,0.26767794801640055,-6.681199662842088,-6.948877610858489
1,-1.540814224620438,0.9126030994666932,3.426106062478923,0.8354949233879999,1.6905156708134832,7.4875689968159955,7.722670878672538,-6.713456106872777,-14.436126985545314
2,-0.2837840450925359,-2.074616875468856,-0.10426677924721837,5.830680122416875,-2.4329064434404084,2.2677141546524577,-2.7335561195645655,-6.897234016719352,-4.163677897154787
3,1.8627333744722778,-2.377865256351232,0.8751589088960703,-3.6294420271556973,0.9944332257708477,2.9472269146390038,-3.7695378446919934,-6.528854760652957,-2.759316915960963
4,0.8757419016577993,-0.2659710159343334,2.7472691415222763,-0.1858533850753412,-5.156061439062596,-2.587754433209663,-7.119697898437613,7.057918099692079,14.177615998129692
5,1.0829571512469176,-1.4138038699017705,1.4513704515040409,5.409908331934695,-3.2799275683190525,1.0587762058051708,3.0751070476662523,-10.943917173479974,-14.019024221146227
