split_idx,fast_window,slow_window,train_start,validation_start,test_start,test_end,train_total_return,validation_total_return,test_total_return,train_validation_gap,validation_test_gap,test_vs_hold_gap,selection_metric
0,96,150,2024-10-19 07:15:00+00:00,2024-11-30 07:15:00+00:00,2024-12-18 07:15:00+00:00,2025-01-02 07:10:00+00:00,0.222239377327817,0.04510601189886006,-0.08458914245715914,0.17713336542895697,0.1296951543560192,-0.0026316315172593835,total_return
1,42,138,2025-01-20 07:15:00+00:00,2025-03-03 07:15:00+00:00,2025-03-21 07:15:00+00:00,2025-04-05 07:10:00+00:00,-0.06038881044944685,-0.0828864289348901,-0.026940273625290275,0.022497618485443245,-0.055946155309599815,-0.018699039886083027,total_return
2,18,150,2025-04-23 07:15:00+00:00,2025-06-04 07:15:00+00:00,2025-06-22 07:15:00+00:00,2025-07-07 07:10:00+00:00,-0.07558348086705519,-0.02949005120037282,-0.03433780268333908,-0.04609342966668237,0.004847751482966262,-0.09421748102651202,total_return
3,30,102,2025-07-25 07:15:00+00:00,2025-09-05 07:15:00+00:00,2025-09-23 07:15:00+00:00,2025-10-08 07:10:00+00:00,-0.09488128586161405,-0.0513766728634123,0.03243889820163054,-0.043504612998201755,-0.08381557106504284,-0.043118018460385876,total_return
4,36,102,2025-10-26 07:15:00+00:00,2025-12-07 07:15:00+00:00,2025-12-25 07:15:00+00:00,2026-01-09 07:10:00+00:00,-0.09489859053521946,-0.03620656858976349,-0.03503942009062701,-0.05869202194545597,-0.001167148499136482,-0.07126823603535593,total_return
5,24,138,2026-01-27 07:15:00+00:00,2026-03-10 07:15:00+00:00,2026-03-28 07:15:00+00:00,2026-04-12 07:10:00+00:00,-0.023417700751616394,0.005499991976170804,-0.05960141224535209,-0.028917692727787197,0.0651014042215229,-0.13633181687183876,total_return
