split_idx,fast_window,slow_window,train_start,validation_start,test_start,test_end,train_sharpe_ratio,validation_sharpe_ratio,test_sharpe_ratio,train_validation_gap,validation_test_gap,test_vs_hold_gap,selection_metric
0,96,150,2024-10-19 07:10:00+00:00,2024-12-03 07:10:00+00:00,2024-12-18 07:10:00+00:00,2025-01-02 07:05:00+00:00,3.7059182074405075,4.269980219217672,-6.640951267875438,-0.5640620117771644,10.910931487093109,-3.019648391178672,sharpe_ratio
1,36,150,2025-01-20 07:10:00+00:00,2025-03-06 07:10:00+00:00,2025-03-21 07:10:00+00:00,2025-04-05 07:05:00+00:00,-1.0180531396063217,-5.557580213842734,-1.564591177196307,4.539527074236412,-3.9929890366464273,-1.2299768280373549,sharpe_ratio
2,24,138,2025-04-23 07:10:00+00:00,2025-06-07 07:10:00+00:00,2025-06-22 07:10:00+00:00,2025-07-07 07:05:00+00:00,-2.920415874115969,-3.426886127526036,-5.321708148282097,0.5064702534100669,1.8948220207560609,-10.141491857447495,sharpe_ratio
3,30,102,2025-07-25 07:10:00+00:00,2025-09-08 07:10:00+00:00,2025-09-23 07:10:00+00:00,2025-10-08 07:05:00+00:00,-5.434977721611019,-4.704618151489789,3.351559337268412,-0.7303595701212302,-8.0561774887582,-2.6808923780081257,sharpe_ratio
4,42,102,2025-10-26 07:10:00+00:00,2025-12-10 07:10:00+00:00,2025-12-25 07:10:00+00:00,2026-01-09 07:05:00+00:00,-1.9636396249076642,-1.6972318878027521,-0.820161914020928,-0.26640773710491206,-0.8770699737818242,-3.7657774026312745,sharpe_ratio
5,42,150,2026-01-27 07:10:00+00:00,2026-03-13 07:10:00+00:00,2026-03-28 07:10:00+00:00,2026-04-12 07:05:00+00:00,-1.1622894601312652,-0.07792015560815169,-2.7731027431623634,-1.0843693045231135,2.6951825875542115,-7.345559417878804,sharpe_ratio
