fast_window,slow_window,split_idx,sharpe_ratio,total_return,max_drawdown,trade_count,dataset,selection_score,eligible_for_selection
6,12,0,-21.10626503208651,-0.6048432187523713,-0.604949996891656,553,train,-21.10626503208651,True
6,12,1,-29.33572489908999,-0.7516940737900656,-0.771380316343089,586,train,-29.33572489908999,True
6,12,2,-35.10519189791612,-0.6647222804834194,-0.664762489493337,568,train,-35.10519189791612,True
6,12,3,-41.526183023242424,-0.6998906849877483,-0.703244509655889,570,train,-41.526183023242424,True
6,12,4,-31.927540184506828,-0.7323545239656986,-0.7345701390995474,589,train,-31.927540184506828,True
6,12,5,-22.641434077361374,-0.7101421988926558,-0.7149718463829438,562,train,-22.641434077361374,True
6,18,0,-16.27106399510753,-0.5106753752799775,-0.5113444108520107,404,train,-16.27106399510753,True
6,18,1,-20.689495858741772,-0.6103921517886013,-0.6348255119978884,408,train,-20.689495858741772,True
6,18,2,-23.26108824176773,-0.5132440028580423,-0.5138768554724589,388,train,-23.26108824176773,True
6,18,3,-30.183458637628185,-0.5710751038888962,-0.5828272378668966,398,train,-30.183458637628185,True
6,18,4,-25.155895641487984,-0.6407839039253329,-0.6438646622913643,418,train,-25.155895641487984,True
6,18,5,-15.75679330385121,-0.5682457339049706,-0.5735066350041411,400,train,-15.75679330385121,True
6,24,0,-12.376279630868918,-0.41869311691351574,-0.4186931169135154,333,train,-12.376279630868918,True
6,24,1,-16.54035635009483,-0.5260436714159893,-0.5489104147383056,320,train,-16.54035635009483,True
6,24,2,-20.296363683210856,-0.46646834230398426,-0.469128665277905,332,train,-20.296363683210856,True
6,24,3,-28.814058435831065,-0.5319697812218741,-0.544597217974466,342,train,-28.814058435831065,True
6,24,4,-20.218955462423263,-0.565872569588123,-0.5689589278449404,347,train,-20.218955462423263,True
6,24,5,-12.432277839861907,-0.48218446393763226,-0.48606702209560726,327,train,-12.432277839861907,True
6,36,0,-6.07742513290291,-0.23495353339886457,-0.23495353339887093,241,train,-6.07742513290291,True
6,36,1,-12.760295493207083,-0.42530010414115155,-0.46755008726160885,253,train,-12.760295493207083,True
6,36,2,-14.456914508121956,-0.3622538413148226,-0.36335610825880105,238,train,-14.456914508121956,True
6,36,3,-23.378869480996848,-0.4607695790024339,-0.4771028028008909,260,train,-23.378869480996848,True
6,36,4,-18.016359272765744,-0.5150024712091155,-0.5150024712091119,262,train,-18.016359272765744,True
6,36,5,-9.635096715429746,-0.39186364262105494,-0.39920403491518197,251,train,-9.635096715429746,True
6,48,0,-4.7783848408225005,-0.1931173293816904,-0.1957256703970901,208,train,-4.7783848408225005,True
6,48,1,-11.811608878499227,-0.40108892287126285,-0.4541908008469733,226,train,-11.811608878499227,True
6,48,2,-13.174755904694772,-0.33182388515022887,-0.3336039229215557,216,train,-13.174755904694772,True
6,48,3,-20.854235942035515,-0.4211576677749963,-0.4380603134406398,222,train,-20.854235942035515,True
6,48,4,-16.04267937410088,-0.46449567233161954,-0.46449567233162037,227,train,-16.04267937410088,True
6,48,5,-9.248926161334804,-0.37852018029318174,-0.38914300676020674,208,train,-9.248926161334804,True
6,72,0,-5.114612348976393,-0.20480009874629831,-0.2152250999936226,177,train,-5.114612348976393,True
6,72,1,-9.417373353572327,-0.3311564414513376,-0.3930927884414581,178,train,-9.417373353572327,True
6,72,2,-10.399930711634095,-0.2758847760168793,-0.27588477601688277,168,train,-10.399930711634095,True
6,72,3,-16.684801987378254,-0.3436708095126814,-0.3658779606550858,179,train,-16.684801987378254,True
6,72,4,-10.100111571411997,-0.3200714803954079,-0.3228843302182375,170,train,-10.100111571411997,True
6,72,5,-6.275536396900371,-0.27120605412627535,-0.2900353428618224,157,train,-6.275536396900371,True
6,96,0,-4.117391435915649,-0.17267520358216393,-0.17502653618651542,157,train,-4.117391435915649,True
6,96,1,-6.514755001686412,-0.2435818485351574,-0.3334021975094793,139,train,-6.514755001686412,True
6,96,2,-9.135935192271727,-0.24851832229310458,-0.2513446533795669,147,train,-9.135935192271727,True
6,96,3,-10.297542808217338,-0.22624675874990668,-0.2516011306752779,131,train,-10.297542808217338,True
6,96,4,-8.515577007013777,-0.2766515598202343,-0.2845561495569324,145,train,-8.515577007013777,True
6,96,5,-6.95396322849319,-0.2898645366102826,-0.3082466423304534,146,train,-6.95396322849319,True
6,144,0,-1.4650866886801537,-0.07218909683292338,-0.1378046471238331,122,train,-1.4650866886801537,True
6,144,1,-5.429648632881609,-0.20992519338719182,-0.3255407358131144,108,train,-5.429648632881609,True
6,144,2,-6.5432613956477566,-0.18649713417865724,-0.19089256479646133,115,train,-6.5432613956477566,True
6,144,3,-8.797008917999479,-0.1919816709829813,-0.2125427813246864,100,train,-8.797008917999479,True
6,144,4,-4.980408722985611,-0.16606506168477175,-0.19025711796296274,96,train,-4.980408722985611,True
6,144,5,-4.361691623099258,-0.1910015496795786,-0.22636834783316706,110,train,-4.361691623099258,True
12,18,0,-16.302706882983408,-0.5032069903557019,-0.5032069903557007,406,train,-16.302706882983408,True
12,18,1,-18.951687199600013,-0.5805215898149385,-0.6030102956605556,412,train,-18.951687199600013,True
12,18,2,-25.602349209164846,-0.5578121218651543,-0.5578121218651555,392,train,-25.602349209164846,True
12,18,3,-31.778299687609245,-0.5840259253240663,-0.5924217266011422,400,train,-31.778299687609245,True
12,18,4,-26.081015654890628,-0.6550711039161111,-0.6583996883872343,418,train,-26.081015654890628,True
12,18,5,-16.14174722767463,-0.5753294587649704,-0.5779856019486106,398,train,-16.14174722767463,True
12,24,0,-7.731519710739066,-0.28422726965054984,-0.2906384889517847,284,train,-7.731519710739066,True
